firstName,lastName,position,jerseyNumber,status,seasonId,id,gsisId,esbId,fullName,slug,gameTime
Andrew,Whitworth,T,77,STARTED,2018,32013030-2d30-3032-3432-3730192e1f7d,00-0024270,WHI825900,Los Angeles Rams,eagles-at-rams-2018-reg-15,2018-12-17T01:20:00.000Z
Aqib,Talib,CB,21,STARTED,2018,32013030-2d30-3032-3631-3630b6c34649,00-0026160,TAL428789,Los Angeles Rams,eagles-at-rams-2018-reg-15,2018-12-17T01:20:00.000Z
John,Sullivan,C,65,STARTED,2018,32013030-2d30-3032-3633-3237fbee6e7f,00-0026327,SUL513788,Los Angeles Rams,eagles-at-rams-2018-reg-15,2018-12-17T01:20:00.000Z
Sam,Shields,CB,37,,2018,32013030-2d30-3032-3734-3430e4bc430c,00-0027440,SHI229142,Los Angeles Rams,eagles-at-rams-2018-reg-15,2018-12-17T01:20:00.000Z
Rodger,Saffold,G,76,STARTED,2018,32013030-2d30-3032-3736-3438d784d863,00-0027648,SAF408541,Los Angeles Rams,eagles-at-rams-2018-reg-15,2018-12-17T01:20:00.000Z
Ndamukong,Suh,DT,93,STARTED,2018,32013030-2d30-3032-3738-35358e660c4e,00-0027855,SUH046142,Los Angeles Rams,eagles-at-rams-2018-reg-15,2018-12-17T01:20:00.000Z
Jake,McQuaide,LS,44,,2018,32013030-2d30-3032-3833-39348364cc5a,00-0028394,MCQ288110,Los Angeles Rams,eagles-at-rams-2018-reg-15,2018-12-17T01:20:00.000Z
Johnny,Hekker,P,06,,2018,32013030-2d30-3032-3838-3732a4291a77,00-0028872,HEK403291,Los Angeles Rams,eagles-at-rams-2018-reg-15,2018-12-17T01:20:00.000Z
Greg,Zuerlein,K,04,,2018,32013030-2d30-3032-3936-32318377b74b,00-0029621,ZUE563610,Los Angeles Rams,eagles-at-rams-2018-reg-15,2018-12-17T01:20:00.000Z
Michael,Brockers,DL,90,STARTED,2018,32013030-2d30-3032-3936-3330641a3a07,00-0029630,BRO060116,Los Angeles Rams,eagles-at-rams-2018-reg-15,2018-12-17T01:20:00.000Z
Mark,Barron,LB,26,STARTED,2018,32013030-2d30-3032-3936-37306f3ce17e,00-0029670,BAR661788,Los Angeles Rams,eagles-at-rams-2018-reg-15,2018-12-17T01:20:00.000Z
Nickell,Robey,CB,23,,2018,32013030-2d30-3033-3030-34316c059a73,00-0030041,ROB361684,Los Angeles Rams,eagles-at-rams-2018-reg-15,2018-12-17T01:20:00.000Z
